__	1	2	3	____	_____	___	____	brand	type	8	9	10	11		
30H	___	"215,820_"	"239,800_"	_2.05_	_4.45_			____	__.___						
28T	___	"206,820_"	"229,800_"	_1.96_	_4.26_			____	__.___						
GS	28T	___	"215,820_"	"239,800_"	_2.05_	_4.45_		____	__.___						
GS	28T	___	"242,820_"	"269,800_"	_2.31_	_5.00_		____	__.___						
__	20T	___	"189,442_"	"239,800_"	_2.05__	_7.09__		____	__.___						
__	20T	___	"207,840_"	"259,800_"	_2.22__	_7.42__		____	__.___						
__	28T	___	"223,934_"	"269,800_"	_2.31__	_6.89__		____	__.___						
__	28T	___	"243,432_"	"289,800_"	_2.48__	_7.11__		____	__.___						
__	30H	___	"223,398_"	"275,800_"	_2.36__	_7.60__		____	__.___						
2017_	25S	___	_	"229,900_"	_	_		____	__.GL8						
2017_	25S	___	_	"249,900_"	_	_		____	__.GL8						
2017_	25S	___	_	"269,900_"	_	_		____	__.GL8						
_____1.5L	___	__	"83,900_"	"109,900_"	_0.94_	_3.54_		____	___.___						
_____1.5L	_______	__	"95,600_"	"124,900_"	_1.07_	_4.00_		____	___.___						
_____1.5L	___	__	"95,600_"	"124,900_"	_1.07_	_4.00_		____	___.___						
_____1.5L	___	__	"104,900_"	"136,900_"	_1.17_	_4.37_		____	___.___						
_____1.4T	______	"114,900_"	"149,900_"	_1.28_	_4.78_			____	___.___						
_____1.4T	______	"129,900_"	"169,900_"	_1.45_	_5.45_			____	___.___						
_______1.5L	_____	"105,900_"	"136,900_"	_1.17_	_4.27_			____	___.___						
__	15N	_____	"80,900_"	"109,900_"	_0.94__	_3.84__		____	__.__GT						
__	15N	_____	"88,900_"	"119,900_"	_1.02__	_4.12__		____	__.__GT						
__	15N	_____	"86,900_"	"116,900_"	_1.00__	_4.00__		____	__.__GT						
__	15N	_____	"93,900_"	"126,900_"	_1.08__	_4.38__		____	__.__GT						
__	15N	_____	"100,900_"	"136,900_"	_1.17__	_4.77__		____	__.__GT						
_____	1.5T	_____						____	___.___						
"117,903.5_"	"164,900_"	_1.41_	_6.11_					____	___.___						
_____	1.5T	_____	"128,628.5_"	"179,900_"	_1.54_	_6.66_		____	___.___						
18T	_______	"110,926_"	"149,900_"	1.28_	5.18_			____	__ ___						
18T	_______	"118,484_"	"155,900_"	1.33_	5.07_			____	__ ___						
18T	_______	"130,823_"	"169,900_"	1.45_	5.36_			____	__ ___						
___	20T	_____	"178,119_"	"219,900_"	_1.88_	_6.06_		____	__ ___						
___	20T	_____	"188,518_"	"229,900_"	_1.96_	_6.10_		____	__ ___						
___	20T	_____	"199,117_"	"239,900_"	_2.05_	_6.13_		____	__ ___						
___	28T	_____	"232,114_"	"269,900_"	_2.31_	_6.09_		____	__ ___						
___	28T	_____	"252,213_"	"289,900_"	_2.48_	_6.25_		____	__ ___						
___	28T	_________	"281,512_"	"319,900_"	_2.73_	_6.57_		____	__ ___						
____	15S	_____	"109,900_"	"145,900_"	_1.25__	_4.85__		____	__ __						
____	15S	_____	"119,900_"	"155,900_"	_1.33__	_4.93__		____	__ __						
__GS	20T	________	"129,900_"	"165,900_"	_1.42__	_5.02__		____	__ __						
__GS	20T	________	"136,900_"	"175,900_"	_1.50__	_5.40__		____	__ __						
__GS	20T	________	"160,900_"	"205,900_"	_1.76__	_6.26__		____	__ __						
___XL	1.5T	___	"132,226.5_"	"179,900_"	_1.54__	_6.30__		____	___XL						
___XL	1.5T	___	"143,251.5_"	"194,900_"	_1.67__	_6.83__		____	___XL						
___XL	1.5T	___	"150,601.5_"	"204,900_"	_1.75__	_7.18__		____	___XL						
___XL	1.5T	______	"161,626.5_"	"219,900_"	_1.88__	_7.71__		____	___XL						
___XL	2.5L	___	"183,676.5_"	"249,900_"	_2.14__	_8.76__		____	___XL						
___	535T	___	"152,163_"	"174,900_"	_1.49_	_3.77_		____	___ ___						
___	535T	___	"165,213_"	"189,900_"	_1.62_	_4.09_		____	___ ___						
___	535T	___	"173,913_"	"199,900_"	_1.71_	_4.31_		____	___ ___						
___	550T	9_	_____	"200,013_"	"229,900_"	_1.96_	_4.95_	____	___ ___						
___	550T	9_	_____	"217,413_"	"249,900_"	_2.14_	_5.38_	____	___ ___						
2018_	18T	6____	"133,308_"	"144,900_"	_1.24__	_2.40__		____	__GL6						
2018_	18T	6____	"143,428_"	"155,900_"	_1.33__	_2.58__		____	__GL6						
2018_	18T	6____	"153,548_"	"166,900_"	_1.43__	_2.76__		____	__GL6						
___2018_2.4L___	"229,800_"	"229,800_"	2356ml	CVT____	137kw/6400rpm			____	___						
___2018_2.4L___	"249,800_"	"249,800_"	2356ml	CVT____	137kw/6400rpm			____	___						
___2018_2.4L___	"266,800_"	"266,800_"	2356ml	CVT____	137kw/6400rpm			____	___						
___2018_2.4L___	"279,800_"	"279,800_"	2356ml	CVT____	137kw/6400rpm			____	___						
___2018_2.4L___	"299,800_"	"299,800_"	2356ml	CVT____	137kw/6400rpm			____	___						
__	230TURBO	___	"172,608_"	"179,800_"	1.54_	2.26_		____	__						
__	260TURBO	___	"182,208_"	"189,800_"	1.62_	2.38_		____	__						
__	260TURBO	___	"191,808_"	"199,800_"	1.71_	2.51_		____	__						
__	260TURBO	___	"201,408_"	"209,800_"	1.79_	2.63_		____	__						
__	260TURBO	___	"220,608_"	"229,800_"	1.96_	2.88_		____	__						
1.5_____	"82,800_"	"82,800_"	1498ml	5MT	96kw/6600rpm			____	__						
1.5_____	__	"79,800_"	1498ml	5MT	96kw/6600rpm			____	__						
1.5_____	"98,800_"	"98,800_"	1498ml	5MT	96kw/6600rpm			____	__						
1.5_____	__	"109,800_"	1498ml	5MT	96kw/6600rpm			____	__						
1.5_____	"89,800_"	"89,800_"	1498ml	CVT	96kw/6600rpm			____	__						
1.5_____	"95,800_"	"95,800_"	1498ml	CVT	96kw/6600rpm			____	__						
1.5_____	"105,800_"	"105,800_"	1498ml	CVT	96kw/6600rpm			____	__						
1.5_____	"119,800_"	"119,800_"	1498ml	CVT	96kw/6600rpm			____	__						
1.5LX	_____							____	__						
"71,586_"	"73,800_"	1498ml	5MT	96kw/6600rpm				____	__						
1.5LX	CVT___	"79,346_"	"81,800_"	1498ml	CVT	96kw/6600rpm		____	__						
1.5LXS	CVT_____	"83,226_"	"85,800_"	1498ml	CVT	96kw/6600rpm		____	__						
1.5SP	CVT___	"86,136_"	"88,800_"	1498ml	CVT	96kw/6600rpm		____	__						
1.5SP+	CVT__+_	"90,986_"	"93,800_"	1498ml	CVT	96kw/6600rpm		____	__						
1.5EXL	CVT___	"99,716_"	"102,800_"	1498ml	CVT	96kw/6600rpm		____	__						
2.4	___							____	___						
__	"259,800_"	2354	5AT____	145kw/7000rpm				____	___						
2.4	_____							____	___						
__	"265,800_"	2354	5AT____	145kw/7000rpm				____	___						
3	AWD___							____	___						
__	"329,800_"	2997	5AT____	193kw/6300rpm				____	___						
3	AWD_____							____	___						
__	"335,800_"	2997	5AT____	193kw/6300rpm				____	___						
__1.8L	MT___	"109,800_"	"109,800_"	0.94__	0.94__			____	__						
__1.8L	MT___	"114,800_"	"114,800_"	0.98__	0.98__			____	__						
__1.8L	AT___	"124,800_"	"124,800_"	1.07__	1.07__			____	__						
__1.8L	MT___	"124,800_"	"124,800_"	1.07__	1.07__			____	__						
__1.8L	AT___	"134,800_"	"134,800_"	1.15__	1.15__			____	__						
__1.8L	AT___	"139,800_"	"139,800_"	1.19__	1.19__			____	__						
__1.8L	AT___	"149,800_"	"149,800_"	1.28__	1.28__			____	__						
__	1.5L	_____	"128,800_"	"128,800_"	1.10__	1.10__		____	__						
__	1.5L	CVT___	"136,800_"	"136,800_"	1.17__	1.17__		____	__						
__	1.8L	_____	__	"138,800_"	1.19__	__		____	__						
__	1.8L	CVT___	"146,800_"	"146,800_"	1.25__	1.25__		____	__						
__	1.8L	CVT___	"153,800_"	"153,800_"	1.31__	1.31__		____	__						
__	1.8L	CVT___	"163,800_"	"163,800_"	1.40__	1.40__		____	__						
__	1.8L	CVT___	"189,800_"	"189,800_"	1.62__	1.62__		____	__						
__	2.0T	9AT	_____	___	"269,800_"	"269,800_"	2.31_	____	__	2.31_					
__	2.0T	9AT	_____	"279,800_"	"279,800_"	2.39_	2.39_	____	__						
__	2.0T	9AT	_____	"292,800_"	"292,800_"	2.50_	2.50_	____	__						
__	2.0T	9AT	_____	"313,800_"	"313,800_"	2.68_	2.68_	____	__						
__	2.0T	9AT	_____	"329,800_"	"329,800_"	2.82_	2.82_	____	__						
__	1.5T	CVT	_____	"220,000_"	"220,000_"	1.88_	1.88_	____	__						
__	1.5T	CVT	_____	"245,800_"	"245,800_"	2.10_	2.10_	____	__						
__	1.5T	CVT	_____	"253,800_"	"253,800_"	2.17_	2.17_	____	__						
__	1.5T	CVT	_____	"263,800_"	"263,800_"	2.25_	2.25_	____	__						
